sensor id = 15 - temperature = 15.000000 - timestamp = 1733593587
sensor id = 21 - temperature = 17.000000 - timestamp = 1733593587
sensor id = 37 - temperature = 18.000000 - timestamp = 1733593587
sensor id = 49 - temperature = 19.000000 - timestamp = 1733593587
sensor id = 112 - temperature = 20.000000 - timestamp = 1733593587
sensor id = 129 - temperature = 23.000000 - timestamp = 1733593587
sensor id = 132 - temperature = 24.000000 - timestamp = 1733593587
sensor id = 142 - temperature = 25.000000 - timestamp = 1733593587
sensor id = 15 - temperature = 14.759143 - timestamp = 1733593617
sensor id = 21 - temperature = 16.762037 - timestamp = 1733593617
sensor id = 37 - temperature = 18.085063 - timestamp = 1733593617
sensor id = 49 - temperature = 19.135568 - timestamp = 1733593617
sensor id = 112 - temperature = 20.241701 - timestamp = 1733593617
sensor id = 129 - temperature = 23.241553 - timestamp = 1733593617
sensor id = 132 - temperature = 24.228480 - timestamp = 1733593617
sensor id = 142 - temperature = 24.779497 - timestamp = 1733593617
sensor id = 15 - temperature = 14.909991 - timestamp = 1733593647
sensor id = 21 - temperature = 16.789870 - timestamp = 1733593647
sensor id = 37 - temperature = 18.115549 - timestamp = 1733593647
sensor id = 49 - temperature = 18.961692 - timestamp = 1733593647
sensor id = 112 - temperature = 20.460122 - timestamp = 1733593647
sensor id = 129 - temperature = 23.113413 - timestamp = 1733593647
sensor id = 132 - temperature = 24.291576 - timestamp = 1733593647
sensor id = 142 - temperature = 24.682837 - timestamp = 1733593647
sensor id = 15 - temperature = 14.664049 - timestamp = 1733593677
sensor id = 21 - temperature = 16.718069 - timestamp = 1733593677
sensor id = 37 - temperature = 18.278466 - timestamp = 1733593677
sensor id = 49 - temperature = 19.174460 - timestamp = 1733593677
sensor id = 112 - temperature = 20.411482 - timestamp = 1733593677
sensor id = 129 - temperature = 23.312551 - timestamp = 1733593677
sensor id = 132 - temperature = 24.508815 - timestamp = 1733593677
sensor id = 142 - temperature = 24.902401 - timestamp = 1733593677
sensor id = 15 - temperature = 14.615197 - timestamp = 1733593707
sensor id = 21 - temperature = 16.940026 - timestamp = 1733593707
sensor id = 37 - temperature = 18.359108 - timestamp = 1733593707
sensor id = 49 - temperature = 19.268603 - timestamp = 1733593707
sensor id = 112 - temperature = 20.516042 - timestamp = 1733593707
sensor id = 129 - temperature = 23.112964 - timestamp = 1733593707
sensor id = 132 - temperature = 24.318853 - timestamp = 1733593707
sensor id = 142 - temperature = 24.933530 - timestamp = 1733593707
sensor id = 15 - temperature = 14.560270 - timestamp = 1733593737
sensor id = 21 - temperature = 16.921786 - timestamp = 1733593737
sensor id = 49 - temperature = 19.478908 - timestamp = 1733593737
sensor id = 37 - temperature = 18.519223 - timestamp = 1733593737
sensor id = 112 - temperature = 20.527446 - timestamp = 1733593737
sensor id = 129 - temperature = 23.233114 - timestamp = 1733593737
sensor id = 132 - temperature = 24.233417 - timestamp = 1733593737
sensor id = 142 - temperature = 24.940699 - timestamp = 1733593737
sensor id = 15 - temperature = 14.698844 - timestamp = 1733593767
sensor id = 21 - temperature = 16.988659 - timestamp = 1733593767
sensor id = 49 - temperature = 19.519955 - timestamp = 1733593767
sensor id = 37 - temperature = 18.377658 - timestamp = 1733593767
sensor id = 112 - temperature = 20.744572 - timestamp = 1733593767
sensor id = 129 - temperature = 23.349342 - timestamp = 1733593767
sensor id = 132 - temperature = 24.325800 - timestamp = 1733593767
sensor id = 142 - temperature = 24.961614 - timestamp = 1733593767
sensor id = 15 - temperature = 14.888387 - timestamp = 1733593797
sensor id = 21 - temperature = 16.762920 - timestamp = 1733593797
sensor id = 49 - temperature = 19.332832 - timestamp = 1733593797
sensor id = 37 - temperature = 18.373468 - timestamp = 1733593797
sensor id = 112 - temperature = 20.971047 - timestamp = 1733593797
sensor id = 129 - temperature = 23.274744 - timestamp = 1733593797
sensor id = 132 - temperature = 24.435797 - timestamp = 1733593797
sensor id = 142 - temperature = 24.940277 - timestamp = 1733593797
sensor id = 15 - temperature = 14.673875 - timestamp = 1733593827
sensor id = 21 - temperature = 16.914213 - timestamp = 1733593827
sensor id = 49 - temperature = 19.519627 - timestamp = 1733593827
sensor id = 37 - temperature = 18.281219 - timestamp = 1733593827
sensor id = 112 - temperature = 21.043954 - timestamp = 1733593827
sensor id = 129 - temperature = 23.191337 - timestamp = 1733593827
sensor id = 132 - temperature = 24.503746 - timestamp = 1733593827
sensor id = 142 - temperature = 25.103299 - timestamp = 1733593827
sensor id = 15 - temperature = 14.864134 - timestamp = 1733593857
sensor id = 21 - temperature = 16.735228 - timestamp = 1733593857
sensor id = 37 - temperature = 18.464603 - timestamp = 1733593857
sensor id = 49 - temperature = 19.474684 - timestamp = 1733593857
sensor id = 112 - temperature = 20.919006 - timestamp = 1733593857
sensor id = 129 - temperature = 23.317108 - timestamp = 1733593857
sensor id = 132 - temperature = 24.605367 - timestamp = 1733593857
sensor id = 142 - temperature = 25.143187 - timestamp = 1733593857
sensor id = 15 - temperature = 14.693719 - timestamp = 1733593887
sensor id = 21 - temperature = 16.914487 - timestamp = 1733593887
sensor id = 49 - temperature = 19.671285 - timestamp = 1733593887
sensor id = 37 - temperature = 18.325634 - timestamp = 1733593887
sensor id = 112 - temperature = 20.967622 - timestamp = 1733593887
sensor id = 129 - temperature = 23.399442 - timestamp = 1733593887
sensor id = 132 - temperature = 24.424436 - timestamp = 1733593887
sensor id = 142 - temperature = 25.063729 - timestamp = 1733593887
sensor id = 15 - temperature = 14.792223 - timestamp = 1733593917
sensor id = 21 - temperature = 16.886292 - timestamp = 1733593917
sensor id = 49 - temperature = 19.899380 - timestamp = 1733593917
sensor id = 37 - temperature = 18.260802 - timestamp = 1733593917
sensor id = 112 - temperature = 20.765074 - timestamp = 1733593917
sensor id = 129 - temperature = 23.343090 - timestamp = 1733593917
sensor id = 132 - temperature = 24.650179 - timestamp = 1733593917
sensor id = 142 - temperature = 24.891476 - timestamp = 1733593917
sensor id = 15 - temperature = 14.985583 - timestamp = 1733593947
